Lead Status,Lead Owner,Lead Source,Geoclient Response,BCW ID,Notes,Follow-up Needed,Visit Type,Visit Reason,Establishment Visit Status,Due Date,Company,Business Legal Name,Street Address,Floor/Suite/Apt,City,State,Zip Code,Alternate Address,Borough,BBL,Address Point ID,geolocation,Longitude,Latitude,Sanitation District,Sanitation Section,Community District,Business Improvement District,License,License Type,Building Type,Organics Effective Date,Primary Organics Type,Secondary Organics Type (Chain),Secondary Organics Type (FSE),On-site Processing Registration,Industry Type ,IsChain?,Business Model (affiliation),Chain Name (if different from DBA name),No. of Locations in NYC,Floor Area,Attendance or Venue Capacity,Foam Ban Waiver,Organics ID,Carter ID,Carter Customer ID,Pro Fee Account,Pro Fee Certification,Pro Fee Expiration,No. of Employees,Website,EIN,Property Management Company,Property Manager Alternate Address,Property Manager Street Address,Property Manager Floor/Suite/Apt,Property Manager City,Property Manager State,Property Manager Zip Code,Property Manager Borough,Property Manager First Name,Property Manager Last Name,Property Manager Email ,Property Manager Phone ,Property Manager Phone No. Ext.,Property Manager Phone Type,Property Manager Newsletter,Primary Contact Role,Work Title,Salutation,Suffix,First Name,Last Name,Email,Phone,Primary Contact Phone No. Ext.,Primary Contact Phone Type,Primary Contact Newsletter,donateNYC Registration,Preferred Language,Secondary Contact Role,Secondary Corporate Title,Secondary Contact First Name,Secondary Contact Last Name,Secondary Contact Email,Secondary Contact Phone No.,Secondary Contact Phone No. Ext.,Secondary Contact Phone Type,Secondary Contact Newsletter
,,Seed Dataset,,,source=organic3;fulcrum_id=df7b40e6-0e17-43d4-b229-29aea9a22172;fid_ce=31016;fid_orig=5927,,,,,,CORE KNIGHTS,CORE SERVICES GROUP INC,13901 Jamaica Ave,,New York,New York,11435,,Queens,4096730001,,40.702622;-73.812551,-73.812551,40.702622,,,,,,,,2020,FSE in Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=cf19ead9-0d45-45b6-8347-4e070459d91e;fid_ce=31017;fid_orig=5928,,,,,,PARM RESTAURANT,PARM BATTERY PARK LLC,250 Vesey St,,New York,New York,10281,,Manhattan,1000160150,,40.714032;-74.015883,-74.015883,40.714032,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e4b400fa-8073-43c2-b0b6-d55203288d33;fid_ce=31018;fid_orig=5931,,,,,,HILLSIDE HOT BAGELS,J.  HOT BAGELS INC,20415 Hillside Ave,,New York,New York,11423,,Queens,4105330001,,40.72085;-73.760965,-73.760965,40.72085,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=9d3d8255-2366-4763-ab54-6e39aa54173a;fid_ce=31019;fid_orig=5935,,,,,,PAPPA RICH,PAPPA DELIGHT INC,3916 Prince St,,New York,New York,11354,,Queens,4049737501,,40.759239;-73.832562,-73.832562,40.759239,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2b641ac2-5763-4f34-a64b-dc9457383074;fid_ce=31020;fid_orig=5942,,,,,,HAMPTON INN CHELSEA,HERSHA HOSPITALITY MANAGEMENT L.P.,108 W 24 St,,New York,New York,10011,,Manhattan,1007990046,,40.743646;-73.993086,-73.993086,40.743646,,,,,,,,2020,FSE in Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a5ae4026-36cd-417d-a3c7-eef7a03d567f;fid_ce=31021;fid_orig=5946,,,,,,WHITE HORSE TAVERN,567 HUDSON ST. INC.,567 Hudson St,,New York,New York,10014,,Manhattan,1006330052,,40.735678;-74.006185,-74.006185,40.735678,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e7751f9d-7a7a-4fa1-a6fc-6e5bcc888faa;fid_ce=31022;fid_orig=5949,,,,,,SWEETNESS,S J MITHAAS CORP,1150 Coney Island Ave,,New York,New York,11230,,Brooklyn,3064980052,,40.629676;-73.966459,-73.966459,40.629676,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=9fa984cf-3122-4502-8d03-3fc6cdd77540;fid_ce=31023;fid_orig=5953,,,,,,THE KATI ROLL COMPANY,TKRC TEMP LLC,230 Park Ave,,New York,New York,10169,,Manhattan,1013000001,,40.754393;-73.976106,-73.976106,40.754393,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=c47ba663-0e67-42ce-beda-3152ffb8e2f2;fid_ce=31024;fid_orig=5956,,,,,,JU SHUI YUAN RESTAURANT,JU SHUI YUAN INC.,13677 41 Ave,,New York,New York,11355,,Queens,4050190086,,40.759384;-73.826758,-73.826758,40.759384,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=39663b8d-6e61-407f-8ea8-750e305b1dcf;fid_ce=31025;fid_orig=5962,,,,,,TOMO JAPANESE CUISINE,CHERRY BLOSSOM BUFFET INC,8612A 37 Ave,,New York,New York,11372,,Queens,4014740001,,40.749955;-73.880086,-73.880086,40.749955,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=bc2192d6-298c-47cf-9195-05eb7d2f8e5a;fid_ce=31026;fid_orig=5964,,,,,,FENG'S GARDEN RESTAURANT CHINESE FOOD TAKE OUT,FENGS GARDEN INC,8826 Parsons Blvd,,New York,New York,11432,,Queens,4097620041,,40.705818;-73.802122,-73.802122,40.705818,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=cfb06ef9-3f2b-4570-9837-816f7be4d378;fid_ce=31027;fid_orig=5970,,,,,,NURIA'S RESTAURANT,NURIA'S RESTAURANTE SALVADORENO INC,13816 Jamaica Ave,,New York,New York,11435,,Queens,4099740001,,40.702257;-73.814701,-73.814701,40.702257,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=7c4969f1-733c-4b07-8bb0-508f93501ebb;fid_ce=31028;fid_orig=5974,,,,,,TJK CAFE & RESTAURANT,"TJK FOOD, CORP.",24904 Horace Harding Blvd,,New York,New York,,,Queens,4083360001,,40.760547;-73.730616,-73.730616,40.760547,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=54285980-3093-4bd3-9cfd-17f3d4027778;fid_ce=31030;fid_orig=5978,,,,,,CAFE BOULUD/BAR PLEIADES,"76TH STREET RESTAURANT, LLC",20 E 76 St,,New York,New York,10021,,Manhattan,1013900057,,40.774324;-73.964032,-73.964032,40.774324,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=1a64ceba-0dbe-4ee0-8c50-359c5f09b9bd;fid_ce=31031;fid_orig=5985,,,,,,CRAFT BEER GARDEN,MSG ARENA LLC,4 Penn Plaza,,New York,New York,10121,,Manhattan,1007810001,,40.750495;-73.993395,-73.993395,40.750495,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=fc6c3f54-8e03-4241-8855-e85a5dca400f;fid_ce=31032;fid_orig=5993,,,,,,HOMEMADE TAQUERIA,HOMEMADE TAQUERIA II CORP,4010 Junction Blvd,,New York,New York,11368,,Queens,4015940032,,40.748804;-73.869513,-73.869513,40.748804,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d63ff969-32b7-42d4-90ab-b403d653908b;fid_ce=31033;fid_orig=5995,,,,,,LA BELLA PIZZA,DL PIZZA INC,1499 Forest Ave,,New York,New York,10302,,Staten Island,5010530138,,40.625445;-74.138376,-74.138376,40.625445,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=cba6a6ee-6624-4bb6-8492-65d98bd145a7;fid_ce=31034;fid_orig=5998,,,,,,FRANCHIA,"FRANCHIA, INC",12 Park Ave,,New York,New York,10016,,Manhattan,1008640035,,40.747493;-73.981497,-73.981497,40.747493,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=0143a39b-207a-4dbc-bf62-9ece68ce7fb6;fid_ce=31035;fid_orig=6000,,,,,,PATHOS,LITTLE WEST RESTAURANT LLC,932 1 Ave,,New York,New York,10022,,Manhattan,1013630001,,40.754535;-73.965274,-73.965274,40.754535,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e2cece3e-cc03-4bd2-bc7b-9e427cbdcaba;fid_ce=31036;fid_orig=6006,,,,,,STICKY'S FINGER JOINT,STICKY FINGERS V LLC,107 E 14 St,,New York,New York,10003,,Manhattan,1008707501,,40.734643;-73.989215,-73.989215,40.734643,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=55372582-ba8b-41b4-8adf-3e12b37896d8;fid_ce=31037;fid_orig=6010,,,,,,NORTHERN BELL,Media 5co LLC,612 Metropolitan Ave,,New York,New York,11211,,Brooklyn,3027620010,,40.71389;-73.94855,-73.94855,40.71389,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e660fa16-13f1-4fa6-879a-2eae5c2921d0;fid_ce=31038;fid_orig=6012,,,,,,AVOCADERIA,AVOCADERIA 11 AV NY LLC,263 11 Ave,,New York,New York,10001,,Manhattan,1006730001,,40.752237;-74.006194,-74.006194,40.752237,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=22efc3be-8f21-4fac-b769-7fe0a7f7e7ab;fid_ce=31039;fid_orig=6024,,,,,,BLUE SMOKE,"BLUE SMOKE, LLC",116 E 27 St,,New York,New York,10016,,Manhattan,1008820076,,40.742166;-73.983826,-73.983826,40.742166,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8f986858-a83f-4e40-9b5c-5e50fc5896fd;fid_ce=31040;fid_orig=6028,,,,,,ZEROSPACE,ZEROSPACE HOLDINGS LLC,401 7 Ave,,New York,New York,10001,,Manhattan,1008087501,,40.749693;-73.990558,-73.990558,40.749693,,,,,,,,2020,FSE in Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=5193369a-f9a7-4e76-9070-d1d1c1e3fcf4;fid_ce=31041;fid_orig=6040,,,,,,THREE CORNERS CAFE,FLIK INTERNATIONAL CORP,599 Lexington Ave,,New York,New York,10022,,Manhattan,1013070023,,40.757866;-73.970752,-73.970752,40.757866,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=bef774bf-3b19-4d69-970b-916bc9088bc1;fid_ce=31042;fid_orig=6042,,,,,,HEALTHY HENRY'S,"KING OF SEAFOODS, LLC",9040 160 St,,New York,New York,11432,,Queens,4097560054,,40.704066;-73.799772,-73.799772,40.704066,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=7f26b314-a10e-4a9d-a387-222a6bf228c1;fid_ce=31043;fid_orig=6048,,,,,,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,PONTICELLO BAYBRIDGE INC.,20818 Cross Island Pkwy,,New York,New York,11360,,Queens,4058430140,,40.78846;-73.785319,-73.785319,40.78846,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d345cc0f-c0ce-4d28-860c-328f037cd3bd;fid_ce=31044;fid_orig=6052,,,,,,POKEBAB,POKEBAB NOMAD INC.,2047A Broadway,,New York,New York,10023,,Manhattan,1011620029,,40.777798;-73.982788,-73.982788,40.777798,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=bdcf6e67-070b-43a5-9a39-27f54d616c62;fid_ce=31045;fid_orig=6068,,,,,,PANINO RUSTICO OF STATEN ISLAND,PANINO RUSTICO III CORP,2110 Richmond Rd,,New York,New York,10306,,Staten Island,5035780009,,40.581291;-74.11149,-74.11149,40.581291,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=dc79e1a7-bb57-4dd1-9e11-c951a1fa5d1f;fid_ce=31046;fid_orig=6070,,,,,,BLACK SEED BAGELS,WFC BAGEL VENTURES LLC,225 Liberty St,,New York,New York,10280,,Manhattan,1000160125,,40.712454;-74.015305,-74.015305,40.712454,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=eaa3329e-60d3-4f6c-af8a-4cebee58e837;fid_ce=31047;fid_orig=6075,,,,,,LE GLACIER,SAV CAFE INCORPORATED,60 Wall St,,New York,New York,10005,,Manhattan,1000400003,,40.706241;-74.008505,-74.008505,40.706241,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=6a449279-2ab3-42a7-9f04-6e23d365dd84;fid_ce=31048;fid_orig=6077,,,,,,OVENLY,VANDERBILTLY LLC,230 Park Ave,,New York,New York,10169,,Manhattan,1013000001,,40.754393;-73.976106,-73.976106,40.754393,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=29db3024-561d-47c6-91c5-b6c673013b2d;fid_ce=31049;fid_orig=6087,,,,,,IRISH PUNT,DONORE CORP,40 Exchange Pl,,New York,New York,10005,,Manhattan,1000250027,,40.705686;-74.010286,-74.010286,40.705686,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e323ba93-6e04-448f-a69c-cc58f03a01d1;fid_ce=31050;fid_orig=6088,,,,,,MELT SHOP,"MS W26, LLC",55 W 26 St,,New York,New York,10010,,Manhattan,1008280001,,40.744914;-73.990772,-73.990772,40.744914,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e7d91a6c-12ba-44cb-9bbc-5b56a60f1bb9;fid_ce=31051;fid_orig=6090,,,,,,BARBONCINO,PUBLICK PIZZA CORP,781 Franklin Ave,,New York,New York,11238,,Brooklyn,3012520010,,40.672061;-73.957177,-73.957177,40.672061,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=aca05ab5-8ad7-4c53-b772-d281f25192d6;fid_ce=31052;fid_orig=6091,,,,,,LITTLE BEAN,"LITTLE BEAN COFFEE, LLC",111 Central Park North,,New York,New York,10026,,Manhattan,1018207503,,40.798798;-73.952826,-73.952826,40.798798,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a92f1c11-1a06-47ec-891f-60ece6c256c2;fid_ce=31054;fid_orig=6109,,,,,,ONE IF BY LAND TWO IF BY SEA,"ONE IF BY LAND RESTAURANT, LLC",17 Barrow St,,New York,New York,10014,,Manhattan,1005900063,,40.732495;-74.002598,-74.002598,40.732495,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e17d5e77-5dd6-426e-9add-e773eab42c85;fid_ce=31055;fid_orig=6113,,,,,,BLUE RIBBON FRIED CHICKEN,"BR CHICKEN MANHATTAN I, LLC",28 E 1 St,,New York,New York,10003,,Manhattan,1004570028,,40.724724;-73.991219,-73.991219,40.724724,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=49436aca-7498-4171-9f48-fe649b1a4ef0;fid_ce=31056;fid_orig=6114,,,,,,UP TOWN SWIRL,CENTRAL PARK RAY'S CORP,732 7 Ave,,New York,New York,10019,,Manhattan,1010200038,,40.760449;-73.984287,-73.984287,40.760449,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=42967260-b869-4fe1-86d4-4f4fc5fe13e3;fid_ce=31057;fid_orig=6116,,,,,,E.TAVERNA,KYRITSIS RESAURANT CORP,2619 23 Ave,,New York,New York,11105,,Queens,4008560063,,40.77628;-73.91513,-73.91513,40.77628,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=3963e5fb-f1b2-4ad1-aadc-1b4b41efeeeb;fid_ce=31058;fid_orig=6123,,,,,,MILOS CAFE,MILOS MARKETA INC,146 W 57 St,,New York,New York,10019,,Manhattan,1010097501,,40.764719;-73.97929,-73.97929,40.764719,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=ecd04007-4a35-439f-ba67-2a92b112ce99;fid_ce=31059;fid_orig=6125,,,,,,SZECHWAN ABSOLUTE,"QIAN RESTAURANT, INC",13342 39 Ave,,New York,New York,11354,,Queens,4049737501,,40.759239;-73.832562,-73.832562,40.759239,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a11cec8e-7bac-4f7e-b304-c352ee10a143;fid_ce=31060;fid_orig=6128,,,,,,VILLAGE MARIA PIZZA II,AZZIP FOODS INC,768 Manor Rd,,New York,New York,10314,,Staten Island,5007140015,,40.60849;-74.121673,-74.121673,40.60849,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=0d47dadc-b6a6-439c-a13c-28c70dc400a2;fid_ce=31061;fid_orig=6132,,,,,,MILON BANGLADESH & INDIAN RESTAURANT,SHABA FOOD CORP,93 1 Ave,,New York,New York,10003,,Manhattan,1004470030,,40.726321;-73.986647,-73.986647,40.726321,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=729706f1-3451-44c0-8dd3-3cb6a11ac27c;fid_ce=31062;fid_orig=6133,,,,,,DUBUMARU,KANG NEUNG JIP INC,34 W 32 St,,New York,New York,10001,,Manhattan,1008330063,,40.747689;-73.98735,-73.98735,40.747689,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2c6f9a50-71d3-4aa1-bfd1-3fcf87e47828;fid_ce=31063;fid_orig=6141,,,,,,PAUL'S DAUGHTER,"ONE SUMMER, INC.",1001 Boardwalk 1,,New York,New York,11224,,Brooklyn,3086960212,,40.57436;-73.978499,-73.978499,40.57436,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=40dc828d-ca25-4518-a343-6117df186a29;fid_ce=31064;fid_orig=6144,,,,,,RIVERDALE SECOND HELPING,RGS & ASSOCIATES INC.,3532 Johnson Ave,,New York,New York,10463,,Bronx,2057930457,,40.886229;-73.909456,-73.909456,40.886229,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=3f24680e-7091-4dfa-a2ce-2c658fcb9993;fid_ce=31065;fid_orig=6148,,,,,,MARTY'S V BURGER,VEGAN REGRUB LLC,134 E 27 St,,New York,New York,10016,,Manhattan,1008820061,,40.741817;-73.982725,-73.982725,40.741817,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8f129deb-64d4-4579-8a13-1397e80550ea;fid_ce=31066;fid_orig=6152,,,,,,BERGUNDY'S SOUL RESTAURANT,MOISE MARKETING GROUP LLC,15335 Hillside Ave,,New York,New York,11432,,Queens,4097060052,,40.707854;-73.803219,-73.803219,40.707854,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2e974efb-b2e9-4480-92f6-0823a9c4d3fc;fid_ce=31067;fid_orig=6155,,,,,,RADIO CITY MUSIC HALL,RADIO CITY PRODUCTIONS LLC,1260 6 Ave,,New York,New York,10020,,Manhattan,1012660001,,40.759531;-73.978587,-73.978587,40.759531,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=01e438a8-02b8-4d22-9a19-f74d5f69b88e;fid_ce=31068;fid_orig=6156,,,,,,MIGHTY QUINN'S BARBEQUE,BROADWAY BBQ LLC,1407 Broadway,,New York,New York,10018,,Manhattan,1008140015,,40.753532;-73.987768,-73.987768,40.753532,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8d63b647-a1f2-4dae-b9c2-2caca4191f08;fid_ce=31069;fid_orig=6157,,,,,,LOTTE NEW YORK PALACE-TROUBLE'S TRUST,"LOTTE HOTEL NEW YORK PALACE, LLC",455 Madison Ave,,New York,New York,10022,,Manhattan,1012860021,,40.757952;-73.974921,-73.974921,40.757952,,,,,,,,2020,FSE in Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=0ad2b1bf-95ba-45f4-a88c-b72431eb5fbd;fid_ce=31070;fid_orig=6160,,,,,,ST JAMES GATE,"JPS VENTURES, INC",441 Amsterdam Ave,,New York,New York,10024,,Manhattan,1012120001,,40.784557;-73.977001,-73.977001,40.784557,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=13e2046b-ff65-48bc-93be-cc98d8ef99bf;fid_ce=31071;fid_orig=6165,,,,,,DA UMBERTO RESTAURANT,"DA UMBERTO RESTAURANT, INC.",107 W 17 St,,New York,New York,10011,,Manhattan,1007930031,,40.739664;-73.995832,-73.995832,40.739664,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=5a57ecf6-c26a-4f7a-8a00-fca8a67dab65;fid_ce=31072;fid_orig=6171,,,,,,SOLE BISTRO ITALIANO,68TH STREET CAFE INC.,2014 Broadway,,New York,New York,10023,,Manhattan,1011400046,,40.775877;-73.981666,-73.981666,40.775877,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=77dd2446-26c2-438c-8e66-335e9d5dd441;fid_ce=31073;fid_orig=6178,,,,,,BLEU MODERN KITCHEN,BLEU ON 13 INC,4905 13 Ave,,New York,New York,11219,,Brooklyn,3056420005,,40.634613;-73.992095,-73.992095,40.634613,,,,,,,,2020,FSE in Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
